word,stem,morphemes
ébren,ébren,ADV
éhen,éhen,ADV
éhen-szomjan,éhen-szomjan,ADV
éhomra,éhomra,ADV
éjféltájban,éjféltájban,ADV
éjféltájt,éjféltájt,ADV
éjjel,éjjel,ADV
éjjel-nappal,éjjel-nappal,ADV
éjjel-nappal,éjjel-nappal,ADV
éjszaka,éjszaka,ADV
életfogytig,életfogytig,ADV
életfogytiglan,életfogytiglan,ADV
élethosszig,élethosszig,ADV
élethossziglan,élethossziglan,ADV
épkézláb,épkézláb,ADV
épp,épp,ADV
éppannyira,éppannyira,ADV
éppen,éppen,ADV
éppennyire,éppennyire,ADV
éppenséggel,éppenséggel,ADV
épphogy,épphogy,ADV
éppily,éppily,ADV
éppilyen,éppilyen,ADV
éppoly,éppoly,ADV
éppolyan,éppolyan,ADV
éppígy,éppígy,ADV
éppúgy,éppúgy,ADV
érdekesmód,érdekesmód,ADV
északnak,északnak,ADV
északon,északon,ADV
északra,északra,ADV
északról,északról,ADV
észrevétlen,észrevétlen,ADV
észrevétlenül,észrevétlenül,ADV
étlen,étlen,ADV
étlen-szomjan,étlen-szomjan,ADV
évenként,évenként,ADV
évente,évente,ADV
így,így,ADV
így-úgy,így-úgy,ADV
így,így,ADV
így,így,ADV
így-úgy,így-úgy,ADV
ígyen,ígyen,ADV
ímhol,ímhol,ADV
ímmel-ámmal,ímmel-ámmal,ADV
ízig-vérig,ízig-vérig,ADV
ízzé-porrá,ízzé-porrá,ADV
óránként,óránként,ADV
óhatatlanul,óhatatlanul,ADV
óránként,óránként,ADV
őrületesen,őrületesen,ADV
őrült,őrült,ADV
ősszel,ősszel,ADV
őrizetlenül,őrizetlenül,ADV
őrületesen,őrületesen,ADV
őrült,őrült,ADV
ősszel,ősszel,ADV
önként,önként,ADV
önkéntelen,önkéntelen,ADV
önszántából,önszántából,ADV
örökké,örökké,ADV
örökkön,örökkön,ADV
örökkön-örökké,örökkön-örökké,ADV
örökre,örökre,ADV
örömmel,örömmel,ADV
örömmel,örömmel,ADV
összesen,összesen,ADV
összevissza,összevissza,ADV
összesen,összesen,ADV
önhatalmúlag,önhatalmúlag,ADV
önkezével,önkezével,ADV
önként,önként,ADV
önkéntelen,önkéntelen,ADV
önszántamból,önszántamból,ADV
önszántából,önszántából,ADV
örökké,örökké,ADV
örökkétig,örökkétig,ADV
örökkön,örökkön,ADV
örökkön-örökké,örökkön-örökké,ADV
örökre,örökre,ADV
öröktől,öröktől,ADV
örömest,örömest,ADV
örömmel,örömmel,ADV
örömrepesve,örömrepesve,ADV
örömtelen,örömtelen,ADV
összefoglalólag,összefoglalólag,ADV
összehasonlíthatatlanul,összehasonlíthatatlanul,ADV
összesen,összesen,ADV
összevissza,összevissza,ADV
összébb,összébb,ADV
ösztönszerűen,ösztönszerűen,ADV
ösztönzőleg,ösztönzőleg,ADV
úgy,úgy,ADV
úgyis,úgyis,ADV
úgyse,úgyse{orth:substandard},ADV
úgysem,úgysem,ADV
úgyszintén,úgyszintén,ADV
úgy,úgy,ADV
újabban,újabban,ADV
újból,újból,ADV
újfent,újfent,ADV
újonnan,újonnan,ADV
újra,újra,ADV
útközben,útközben,ADV
úton-útfélen,úton-útfélen,ADV
úgy,úgy,ADV
úgy-ahogy,úgy-ahogy,ADV
úgyannyira,úgyannyira,ADV
úgyis,úgyis,ADV
úgyse,úgyse{orth:substandard},ADV
úgysem,úgysem,ADV
úgyszintén,úgyszintén,ADV
úgyszólván,úgyszólván,ADV
újabban,újabban,ADV
újan,újan,ADV
újból,újból,ADV
újfent,újfent,ADV
újonnan,újonnan,ADV
újra,újra,ADV
újólag,újólag,ADV
útközben,útközben,ADV
úton-útfélen,úton-útfélen,ADV
ünnepnap,ünnepnap,ADV
üdítőleg,üdítőleg,ADV
üggyel-bajjal,üggyel-bajjal,ADV
ültében,ültében,ADV
ültéből,ültéből,ADV
ünnepnap,ünnepnap,ADV
üstöllést,üstöllést,ADV
állandólag,állandólag,ADV
állati,állati,ADV
állatira,állatira,ADV
állitólag,állitólag{orth:substandard},ADV
álltában,álltában,ADV
álltából,álltából,ADV
állítólag,állítólag,ADV
általában,általában,ADV
általánosságban,általánosságban,ADV
áperte,áperte,ADV
ápertén,ápertén,ADV
át,át,ADV
átabotában,átabotában,ADV
átaljában,átaljában,ADV
átellenben,átellenben,ADV
átellenében,átellenében,ADV
átlag,átlag,ADV
átmenetileg,átmenetileg,ADV
ébren,ébren,ADV
égvilágon,égvilágon,ADV
éhen,éhen,ADV
éhen-szomjan,éhen-szomjan,ADV
éhomra,éhomra,ADV
éjféltájban,éjféltájban,ADV
éjféltájt,éjféltájt,ADV
éjjel,éjjel,ADV
éjjel-nappal,éjjel-nappal,ADV
éjszaka,éjszaka,ADV
éjten-éjjel,éjten-éjjel,ADV
életfogytig,életfogytig,ADV
életfogytiglan,életfogytiglan,ADV
élethosszig,élethosszig,ADV
élethossziglan,élethossziglan,ADV
épkézláb,épkézláb,ADV
épp,épp,ADV
éppannyira,éppannyira,ADV
éppen,éppen,ADV
éppennyire,éppennyire,ADV
éppenséggel,éppenséggel,ADV
épphogy,épphogy,ADV
éppily,éppily,ADV
éppilyen,éppilyen,ADV
éppoly,éppoly,ADV
éppolyan,éppolyan,ADV
éppúgy,éppúgy,ADV
éppígy,éppígy,ADV
éppúgy,éppúgy,ADV
érdekesmód,érdekesmód,ADV
északnak,északnak,ADV
északon,északon,ADV
északra,északra,ADV
északról,északról,ADV
észrevétlen,észrevétlen,ADV
észrevétlenül,észrevétlenül,ADV
étlen,étlen,ADV
étlen-szomjan,étlen-szomjan,ADV
évenként,évenként,ADV
évente,évente,ADV
évszámra,évszámra,ADV
így,így,ADV
így,így,ADV
így-úgy,így-úgy,ADV
ígyen,ígyen,ADV
ímhol,ímhol,ADV
ímmel-ámmal,ímmel-ámmal,ADV
ízibe,ízibe,ADV
ízig-vérig,ízig-vérig,ADV
ízzé-porrá,ízzé-porrá,ADV
óhatatlanul,óhatatlanul,ADV
óránként,óránként,ADV
őrizetlenül,őrizetlenül,ADV
őrületesen,őrületesen,ADV
őrült,őrült,ADV
ősszel,ősszel,ADV
önhatalmúlag,önhatalmúlag,ADV
önkezével,önkezével,ADV
önként,önként,ADV
önkéntelen,önkéntelen,ADV
önszántamból,önszántamból,ADV
önszántából,önszántából,ADV
örökké,örökké,ADV
örökkétig,örökkétig,ADV
örökkön,örökkön,ADV
örökkön-örökké,örökkön-örökké,ADV
örökre,örökre,ADV
öröktől,öröktől,ADV
örömest,örömest,ADV
örömmel,örömmel,ADV
örömrepesve,örömrepesve,ADV
örömtelen,örömtelen,ADV
örömtelenül,örömtelenül,ADV
összefoglalólag,összefoglalólag,ADV
összehasonlíthatatlanul,összehasonlíthatatlanul,ADV
összesen,összesen,ADV
összevissza,összevissza,ADV
összébb,összébb,ADV
ösztönszerűen,ösztönszerűen,ADV
ösztönzőleg,ösztönzőleg,ADV
úgy,úgy,ADV
úgy-ahogy,úgy-ahogy,ADV
úgyannyira,úgyannyira,ADV
úgyis,úgyis,ADV
úgyse,úgyse{orth:substandard},ADV
úgysem,úgysem,ADV
úgyszólván,úgyszólván,ADV
újabban,újabban,ADV
újan,újan,ADV
újból,újból,ADV
újfent,újfent,ADV
újon,újon,ADV
újonnan,újonnan,ADV
újra,újra,ADV
újólag,újólag,ADV
úrimód,úrimód,ADV
útközben,útközben,ADV
úton-útfélen,úton-útfélen,ADV
üdítőleg,üdítőleg,ADV
üggyel-bajjal,üggyel-bajjal,ADV
ültében,ültében,ADV
ültéből,ültéből,ADV
ünnepnap,ünnepnap,ADV
üptre,üptre,ADV
üstöllést,üstöllést,ADV
